F22: Calling A4_Render(
sphere: 15.9851 0.821503
sphere: 15.9851 0.821503
sphere: 16.0163 0.82395
sphere: 16.0163 0.82395
sphere: 16.0494 0.826422
sphere: 16.0494 0.826422
sphere: 16.0843 0.828921
sphere: 16.0843 0.828921
sphere: 16.121 0.831446
sphere: 16.121 0.831446
sphere: 16.1593 0.833999
sphere: 16.1593 0.833999
sphere: 16.1993 0.836579
sphere: 16.1993 0.836579
sphere: 16.241 0.839187
sphere: 16.241 0.839187
sphere: 16.2843 0.841823
sphere: 16.2843 0.841823
sphere: 16.3293 0.844487
sphere: 16.3293 0.844487
sphere: 16.3759 0.84718
sphere: 16.3759 0.84718
sphere: 16.4242 0.849901
sphere: 16.4242 0.849901
sphere: 16.4742 0.852652
sphere: 16.4742 0.852652
sphere: 16.5258 0.855433
sphere: 16.5258 0.855433
sphere: 16.5792 0.858243
sphere: 16.5792 0.858243
sphere: 16.6345 0.861084
sphere: 16.6345 0.861084
sphere: 16.6915 0.863955
sphere: 16.6915 0.863955
sphere: 16.7505 0.866857
sphere: 16.7505 0.866857
sphere: 16.8114 0.86979
sphere: 16.8114 0.86979
sphere: 16.8743 0.872755
sphere: 16.8743 0.872755
sphere: 16.9395 0.875751
sphere: 16.9395 0.875751
sphere: 17.0068 0.87878
sphere: 17.0068 0.87878
sphere: 17.0766 0.881842
sphere: 17.0766 0.881842
sphere: 17.1488 0.884936
sphere: 17.1488 0.884936
sphere: 17.2237 0.888064
sphere: 17.2237 0.888064
sphere: 17.3016 0.891225
sphere: 17.3016 0.891225
sphere: 17.3826 0.894421
sphere: 17.3826 0.894421
sphere: 17.4671 0.897651
sphere: 17.4671 0.897651
sphere: 17.5555 0.900915
sphere: 17.5555 0.900915
sphere: 17.6483 0.904215
sphere: 17.6483 0.904215
sphere: 17.7462 0.907551
sphere: 17.7462 0.907551
sphere: 17.8502 0.910922
sphere: 17.8502 0.910922
sphere: 17.9618 0.91433
sphere: 17.9618 0.91433
sphere: 18.0835 0.917774
sphere: 18.0835 0.917774
sphere: 18.2201 0.921256
sphere: 18.2201 0.921256
sphere: 18.3836 0.924775
sphere: 18.3836 0.924775
sphere: 15.87 0.791256
sphere: 15.87 0.791256
sphere: 15.7984 0.793378
sphere: 15.7984 0.793378
sphere: 15.7773 0.795523
sphere: 15.7773 0.795523
sphere: 15.7716 0.797691
sphere: 15.7716 0.797691
sphere: 15.7746 0.799882
sphere: 15.7746 0.799882
sphere: 15.7837 0.802096
sphere: 15.7837 0.802096
sphere: 15.7972 0.804334
sphere: 15.7972 0.804334
sphere: 15.8143 0.806596
sphere: 15.8143 0.806596
sphere: 15.8346 0.808882
sphere: 15.8346 0.808882
sphere: 15.8575 0.811193
sphere: 15.8575 0.811193
sphere: 15.8829 0.813528
sphere: 15.8829 0.813528
sphere: 15.9106 0.815888
sphere: 15.9106 0.815888
sphere: 15.9403 0.818274
sphere: 15.9403 0.818274
sphere: 15.9719 0.820685
sphere: 15.9719 0.820685
sphere: 16.0054 0.823122
sphere: 16.0054 0.823122
sphere: 16.0408 0.825585
sphere: 16.0408 0.825585
sphere: 16.0778 0.828075
sphere: 16.0778 0.828075
sphere: 16.1166 0.830591
sphere: 16.1166 0.830591
sphere: 16.1571 0.833134
sphere: 16.1571 0.833134
sphere: 16.1992 0.835704
sphere: 16.1992 0.835704
sphere: 16.2431 0.838302
sphere: 16.2431 0.838302
sphere: 16.2885 0.840928
sphere: 16.2885 0.840928
sphere: 16.3357 0.843581
sphere: 16.3357 0.843581
sphere: 16.3846 0.846264
sphere: 16.3846 0.846264
sphere: 16.4352 0.848975
sphere: 16.4352 0.848975
sphere: 16.4876 0.851715
sphere: 16.4876 0.851715
sphere: 16.5418 0.854485
sphere: 16.5418 0.854485
sphere: 16.598 0.857284
sphere: 16.598 0.857284
sphere: 16.656 0.860113
sphere: 16.656 0.860113
sphere: 16.716 0.862973
sphere: 16.716 0.862973
sphere: 16.778 0.865863
sphere: 16.778 0.865863
sphere: 16.8424 0.868785
sphere: 16.8424 0.868785
sphere: 16.909 0.871737
sphere: 16.909 0.871737
sphere: 16.978 0.874722
sphere: 16.978 0.874722
sphere: 17.0497 0.877738
sphere: 17.0497 0.877738
sphere: 17.1242 0.880787
sphere: 17.1242 0.880787
sphere: 17.2017 0.883869
sphere: 17.2017 0.883869
sphere: 17.2825 0.886984
sphere: 17.2825 0.886984
sphere: 17.3672 0.890132
sphere: 17.3672 0.890132
sphere: 17.4561 0.893314
sphere: 17.4561 0.893314
sphere: 17.5498 0.89653
sphere: 17.5498 0.89653
sphere: 17.6495 0.899781
sphere: 17.6495 0.899781
sphere: 17.7564 0.903067
sphere: 17.7564 0.903067
sphere: 17.873 0.906388
sphere: 17.873 0.906388
sphere: 18.004 0.909744
sphere: 18.004 0.909744
sphere: 18.1606 0.913137
sphere: 18.1606 0.913137
sphere: 15.7643 0.79054
sphere: 15.7643 0.79054
sphere: 15.7398 0.792655
sphere: 15.7398 0.792655
sphere: 15.7329 0.794792
sphere: 15.7329 0.794792
sphere: 15.7356 0.796952
sphere: 15.7356 0.796952
sphere: 15.7445 0.799134
sphere: 15.7445 0.799134
sphere: 15.758 0.801341
sphere: 15.758 0.801341
sphere: 15.7752 0.803571
sphere: 15.7752 0.803571
sphere: 15.7956 0.805824
sphere: 15.7956 0.805824
sphere: 15.8187 0.808102
sphere: 15.8187 0.808102
sphere: 15.8444 0.810404
sphere: 15.8444 0.810404
sphere: 15.8723 0.812731
sphere: 15.8723 0.812731
sphere: 15.9023 0.815082
sphere: 15.9023 0.815082
sphere: 15.9342 0.817459
sphere: 15.9342 0.817459
sphere: 15.9681 0.819861
sphere: 15.9681 0.819861
sphere: 16.0038 0.822289
sphere: 16.0038 0.822289
sphere: 16.0413 0.824742
sphere: 16.0413 0.824742
sphere: 16.0806 0.827222
sphere: 16.0806 0.827222
sphere: 16.1215 0.829729
sphere: 16.1215 0.829729
sphere: 16.1642 0.832262
sphere: 16.1642 0.832262
sphere: 16.2085 0.834822
sphere: 16.2085 0.834822
sphere: 16.2547 0.83741
sphere: 16.2547 0.83741
sphere: 16.3025 0.840026
sphere: 16.3025 0.840026
sphere: 16.3522 0.842669
sphere: 16.3522 0.842669
sphere: 16.4036 0.845341
sphere: 16.4036 0.845341
sphere: 16.457 0.848041
sphere: 16.457 0.848041
sphere: 16.5122 0.850771
sphere: 16.5122 0.850771
sphere: 16.5694 0.853529
sphere: 16.5694 0.853529
sphere: 16.6287 0.856317
sphere: 16.6287 0.856317
sphere: 16.6901 0.859135
sphere: 16.6901 0.859135
sphere: 16.7539 0.861983
sphere: 16.7539 0.861983
sphere: 16.8199 0.864862
sphere: 16.8199 0.864862
sphere: 16.8886 0.867771
sphere: 16.8886 0.867771
sphere: 16.96 0.870712
sphere: 16.96 0.870712
sphere: 17.0345 0.873684
sphere: 17.0345 0.873684
sphere: 17.1122 0.876688
sphere: 17.1122 0.876688
sphere: 17.1937 0.879724
sphere: 17.1937 0.879724
sphere: 17.2792 0.882793
sphere: 17.2792 0.882793
sphere: 17.3697 0.885894
sphere: 17.3697 0.885894
sphere: 17.466 0.889029
sphere: 17.466 0.889029
sphere: 17.5697 0.892198
sphere: 17.5697 0.892198
sphere: 17.6833 0.8954
sphere: 17.6833 0.8954
sphere: 17.8117 0.898637
sphere: 17.8117 0.898637
sphere: 17.9689 0.901908
sphere: 17.9689 0.901908
sphere: 15.7568 0.787735
sphere: 15.7568 0.787735
sphere: 15.718 0.789819
sphere: 15.718 0.789819
sphere: 15.7068 0.791926
sphere: 15.7068 0.791926
sphere: 15.7073 0.794055
sphere: 15.7073 0.794055
sphere: 15.7149 0.796208
sphere: 15.7149 0.796208
sphere: 15.7277 0.798382
sphere: 15.7277 0.798382
sphere: 15.7446 0.80058
sphere: 15.7446 0.80058
sphere: 15.7648 0.802802
sphere: 15.7648 0.802802
sphere: 15.788 0.805047
sphere: 15.788 0.805047
sphere: 15.8136 0.807316
sphere: 15.8136 0.807316
sphere: 15.8417 0.80961
sphere: 15.8417 0.80961
sphere: 15.8718 0.811928
sphere: 15.8718 0.811928
sphere: 15.9041 0.81427
sphere: 15.9041 0.81427
sphere: 15.9382 0.816638
sphere: 15.9382 0.816638
sphere: 15.9743 0.819031
sphere: 15.9743 0.819031
sphere: 16.0122 0.821449
sphere: 16.0122 0.821449
sphere: 16.0519 0.823893
sphere: 16.0519 0.823893
sphere: 16.0934 0.826364
sphere: 16.0934 0.826364
sphere: 16.1368 0.828861
sphere: 16.1368 0.828861
sphere: 16.1818 0.831384
sphere: 16.1818 0.831384
sphere: 16.2287 0.833934
sphere: 16.2287 0.833934
sphere: 16.2774 0.836512
sphere: 16.2774 0.836512
sphere: 16.3281 0.839117
sphere: 16.3281 0.839117
sphere: 16.3807 0.84175
sphere: 16.3807 0.84175
sphere: 16.4352 0.844411
sphere: 16.4352 0.844411
sphere: 16.4917 0.847101
sphere: 16.4917 0.847101
sphere: 16.5505 0.849819
sphere: 16.5505 0.849819
sphere: 16.6115 0.852566
sphere: 16.6115 0.852566
sphere: 16.675 0.855343
sphere: 16.675 0.855343
sphere: 16.7409 0.85815
sphere: 16.7409 0.85815
sphere: 16.8097 0.860986
sphere: 16.8097 0.860986
sphere: 16.8814 0.863853
sphere: 16.8814 0.863853
sphere: 16.9565 0.86675
sphere: 16.9565 0.86675
sphere: 17.0353 0.869678
sphere: 17.0353 0.869678
sphere: 17.1183 0.872638
sphere: 17.1183 0.872638
sphere: 17.2064 0.875629
sphere: 17.2064 0.875629
sphere: 17.3006 0.878653
sphere: 17.3006 0.878653
sphere: 17.4025 0.881708
sphere: 17.4025 0.881708
sphere: 17.5155 0.884797
sphere: 17.5155 0.884797
sphere: 17.6463 0.887918
sphere: 17.6463 0.887918
sphere: 17.8221 0.891072
sphere: 17.8221 0.891072
sphere: 15.7235 0.787017
sphere: 15.7235 0.787017
sphere: 15.6983 0.789094
sphere: 15.6983 0.789094
sphere: 15.6931 0.791193
sphere: 15.6931 0.791193
sphere: 15.6977 0.793315
sphere: 15.6977 0.793315
sphere: 15.7087 0.795459
sphere: 15.7087 0.795459
sphere: 15.7244 0.797625
sphere: 15.7244 0.797625
sphere: 15.7438 0.799815
sphere: 15.7438 0.799815
sphere: 15.7666 0.802028
sphere: 15.7666 0.802028
sphere: 15.792 0.804265
sphere: 15.792 0.804265
sphere: 15.8199 0.806526
sphere: 15.8199 0.806526
sphere: 15.8502 0.80881
sphere: 15.8502 0.80881
sphere: 15.8826 0.811119
sphere: 15.8826 0.811119
sphere: 15.917 0.813453
sphere: 15.917 0.813453
sphere: 15.9534 0.815811
sphere: 15.9534 0.815811
sphere: 15.9918 0.818195
sphere: 15.9918 0.818195
sphere: 16.0321 0.820604
sphere: 16.0321 0.820604
sphere: 16.0743 0.823039
sphere: 16.0743 0.823039
sphere: 16.1183 0.8255
sphere: 16.1183 0.8255
sphere: 16.1643 0.827986
sphere: 16.1643 0.827986
sphere: 16.2123 0.8305
sphere: 16.2123 0.8305
sphere: 16.2621 0.83304
sphere: 16.2621 0.83304
sphere: 16.3141 0.835607
sphere: 16.3141 0.835607
sphere: 16.3682 0.838202
sphere: 16.3682 0.838202
sphere: 16.4244 0.840824
sphere: 16.4244 0.840824
sphere: 16.4829 0.843475
sphere: 16.4829 0.843475
sphere: 16.5439 0.846153
sphere: 16.5439 0.846153
sphere: 16.6075 0.84886
sphere: 16.6075 0.84886
sphere: 16.674 0.851597
sphere: 16.674 0.851597
sphere: 16.7435 0.854362
sphere: 16.7435 0.854362
sphere: 16.8165 0.857156
sphere: 16.8165 0.857156
sphere: 17.3756 0.874562
sphere: 17.3756 0.874562
sphere: 17.5232 0.877573
sphere: 17.5232 0.877573
sphere: 15.7282 0.786296
sphere: 15.7282 0.786296
sphere: 15.7028 0.788365
sphere: 15.7028 0.788365
sphere: 15.699 0.790456
sphere: 15.699 0.790456
sphere: 15.7054 0.792569
sphere: 15.7054 0.792569
sphere: 15.7183 0.794705
sphere: 15.7183 0.794705
sphere: 15.7359 0.796863
sphere: 15.7359 0.796863
sphere: 15.7574 0.799045
sphere: 15.7574 0.799045
sphere: 15.782 0.80125
sphere: 15.782 0.80125
sphere: 15.8095 0.803478
sphere: 15.8095 0.803478
sphere: 15.8396 0.80573
sphere: 15.8396 0.80573
sphere: 15.8719 0.808006
sphere: 15.8719 0.808006
sphere: 15.9067 0.810306
sphere: 15.9067 0.810306
sphere: 15.9435 0.81263
sphere: 15.9435 0.81263
sphere: 15.9823 0.814979
sphere: 15.9823 0.814979
sphere: 16.0234 0.817354
sphere: 16.0234 0.817354
sphere: 16.0664 0.819753
sphere: 16.0664 0.819753
sphere: 16.1116 0.822178
sphere: 16.1116 0.822178
sphere: 16.1588 0.824629
sphere: 16.1588 0.824629
sphere: 16.2082 0.827106
sphere: 16.2082 0.827106
sphere: 16.2597 0.829609
sphere: 16.2597 0.829609
sphere: 16.3136 0.832139
sphere: 16.3136 0.832139
sphere: 16.3699 0.834696
sphere: 16.3699 0.834696
sphere: 16.4287 0.83728
sphere: 16.4287 0.83728
sphere: 16.4903 0.839892
sphere: 16.4903 0.839892
sphere: 16.5549 0.842531
sphere: 16.5549 0.842531
sphere: 16.623 0.845199
sphere: 16.623 0.845199
sphere: 15.7422 0.787631
sphere: 15.7422 0.787631
sphere: 15.7314 0.789714
sphere: 15.7314 0.789714
sphere: 15.7357 0.791819
sphere: 15.7357 0.791819
sphere: 15.7483 0.793947
sphere: 15.7483 0.793947
sphere: 15.7667 0.796097
sphere: 15.7667 0.796097
sphere: 15.7893 0.79827
sphere: 15.7893 0.79827
sphere: 15.8155 0.800466
sphere: 15.8155 0.800466
sphere: 15.8448 0.802686
sphere: 15.8448 0.802686
sphere: 15.877 0.804929
sphere: 15.877 0.804929
sphere: 15.9116 0.807196
sphere: 15.9116 0.807196
sphere: 15.9488 0.809487
sphere: 15.9488 0.809487
sphere: 15.9884 0.811802
sphere: 15.9884 0.811802
sphere: 16.0304 0.814142
sphere: 16.0304 0.814142
sphere: 16.0747 0.816507
sphere: 16.0747 0.816507
sphere: 16.1214 0.818896
sphere: 16.1214 0.818896
sphere: 16.1705 0.821312
sphere: 16.1705 0.821312
sphere: 16.2222 0.823753
sphere: 16.2222 0.823753
sphere: 16.2765 0.82622
sphere: 16.2765 0.82622
sphere: 16.3336 0.828713
sphere: 16.3336 0.828713
sphere: 16.3939 0.831232
sphere: 16.3939 0.831232
sphere: 16.4577 0.833779
sphere: 16.4577 0.833779
sphere: 16.5253 0.836352
sphere: 16.5253 0.836352
sphere: 16.5975 0.838953
sphere: 16.5975 0.838953
sphere: 16.6752 0.841582
sphere: 16.6752 0.841582
sphere: 15.842 0.788967
sphere: 15.842 0.788967
sphere: 15.8127 0.791064
sphere: 15.8127 0.791064
sphere: 15.8162 0.793184
sphere: 15.8162 0.793184
sphere: 15.831 0.795326
sphere: 15.831 0.795326
sphere: 15.8524 0.79749
sphere: 15.8524 0.79749
sphere: 15.8788 0.799678
sphere: 15.8788 0.799678
sphere: 15.9093 0.801889
sphere: 15.9093 0.801889
sphere: 15.9434 0.804123
sphere: 15.9434 0.804123
sphere: 15.9808 0.806381
sphere: 15.9808 0.806381
sphere: 16.0212 0.808662
sphere: 16.0212 0.808662
sphere: 16.0647 0.810968
sphere: 16.0647 0.810968
sphere: 16.1112 0.813299
sphere: 16.1112 0.813299
sphere: 16.1608 0.815654
sphere: 16.1608 0.815654
sphere: 16.2139 0.818034
sphere: 16.2139 0.818034
sphere: 16.2705 0.82044
sphere: 16.2705 0.82044
sphere: 16.3312 0.822871
sphere: 16.3312 0.822871
sphere: 16.3968 0.825328
sphere: 16.3968 0.825328
sphere: 16.4683 0.82781
sphere: 16.4683 0.82781
sphere: 16.5481 0.83032
sphere: 16.5481 0.83032
sphere: 16.6419 0.832855
sphere: 16.6419 0.832855
sphere: 16.7775 0.835418
sphere: 16.7775 0.835418
sphere: 16.0835 0.801086
sphere: 16.0835 0.801086
sphere: 16.111 0.803312
sphere: 16.111 0.803312
sphere: 16.1509 0.80556
sphere: 16.1509 0.80556
sphere: 16.2013 0.807833
sphere: 16.2013 0.807833
sphere: 16.2649 0.81013
sphere: 16.2649 0.81013
